PFAM	UniProt	pseudohap
PF01326	1.26666666666667	2.33333333333333
PF01327	0.6	2
PF01328	0.4	2.33333333333333
PF01329	1.26666666666667	1
PF01331	1.8	3
PF01335	9	7.33333333333333
PF01336	7	9.33333333333333
PF01344	99.1333333333333	688.333333333333
PF01347	3.6	3
PF01351	1.2	1
PF01358	0.2	2.66666666666667
PF01359	0.333333333333333	9
PF01363	15.2	41.6666666666667
PF01365	3.33333333333333	14
PF01368	0.733333333333333	7
PF01369	7.13333333333333	14
PF01370	13.0666666666667	29.3333333333333
PF01379	1	2.33333333333333
PF01380	2.93333333333333	8.33333333333333
PF01381	1.26666666666667	1.66666666666667
PF01382	0.2	0.333333333333333
PF01384	1.46666666666667	3
PF01388	6.4	11.3333333333333
PF01391	98.3333333333333	118.666666666667
PF01392	11.2666666666667	10.6666666666667
PF01393	1.6	14.3333333333333
PF01394	4	10
PF01398	9.86666666666667	11.6666666666667
PF01399	15.2666666666667	30.6666666666667
PF01400	16.2	34.3333333333333
PF01401	3.66666666666667	11.3333333333333
PF01403	5.86666666666667	7
PF01404	1.6	3
PF01406	1.8	5
PF01408	4.13333333333333	14.6666666666667
PF01409	2.66666666666667	4
PF01410	2.33333333333333	2.33333333333333
PF01411	2.53333333333333	1.66666666666667
PF01412	10.0666666666667	19
PF01413	5.06666666666667	10.6666666666667
PF01414	2.66666666666667	8
PF01416	3.4	5
PF01417	3.33333333333333	5
PF01419	11.6	5.66666666666667
PF01421	8.46666666666667	5.33333333333333
PF01422	11.1333333333333	10
PF01423	17.2666666666667	27.3333333333333
PF01424	4.53333333333333	7.66666666666667
PF01425	7.33333333333333	23.3333333333333
PF01426	7.73333333333333	14.6666666666667
PF01427	0.2	4
PF01428	7.33333333333333	12.6666666666667
PF01429	3.86666666666667	5
PF01431	8.2	30.6666666666667
PF01432	3.26666666666667	2
PF01433	10.2666666666667	27.3333333333333
PF01434	4.13333333333333	4
PF01435	2.6	4
PF01436	51.2666666666667	1733
PF01437	5.73333333333333	4.33333333333333
PF01448	3.4	10.3333333333333
PF01450	0.666666666666667	1.33333333333333
PF01453	12.1333333333333	0.333333333333333
PF01454	3	1
PF01457	2.33333333333333	1
PF01459	3.66666666666667	3.66666666666667
PF01462	6.06666666666667	8.33333333333333
PF01463	4.46666666666667	10.3333333333333
PF01464	0.4	2.33333333333333
PF01465	2.66666666666667	6.66666666666667
PF01466	5.86666666666667	6
PF01467	6.73333333333333	22
PF01470	1	2
PF01471	4.93333333333333	8.33333333333333
PF01472	2.8	2
PF01476	8.86666666666667	6.33333333333333
PF01477	25.2	192.666666666667
PF01479	4.93333333333333	4.66666666666667
PF01480	3	7.33333333333333
PF01483	4.06666666666667	11.3333333333333
PF01485	22.8	101.333333333333
PF01487	0.866666666666667	0.333333333333333
PF01490	16.6	12
PF01491	1	1
PF01494	7.86666666666667	32
PF01496	2.86666666666667	3
PF01498	2.4	12.3333333333333
PF01501	8.46666666666667	10
PF01502	0.333333333333333	1.66666666666667
PF01504	6.6	17.6666666666667
PF01505	2.53333333333333	30.6666666666667
PF01507	1.8	2.66666666666667
PF01509	2.06666666666667	1.66666666666667
PF01510	2.93333333333333	20.3333333333333
PF01512	1.13333333333333	1
PF01513	2.6	2
PF01521	2.13333333333333	2.66666666666667
PF01522	2.13333333333333	1.33333333333333
PF01529	16.1333333333333	31.6666666666667
PF01531	3.93333333333333	14.3333333333333
PF01532	6.2	8.66666666666667
PF01534	3.53333333333333	3.33333333333333
PF01535	188.133333333333	208.333333333333
PF01536	1.4	2.33333333333333
PF01541	1.53333333333333	3
PF01544	2.6	13.6666666666667
PF01545	9.13333333333333	37.6666666666667
PF01546	6.46666666666667	15
PF01551	0.2	7.66666666666667
PF01553	11.5333333333333	20.6666666666667
PF01554	18.0666666666667	4.33333333333333
PF01556	8.33333333333333	20
PF01557	3	3
PF01562	6.26666666666667	3
PF01564	2.6	6.33333333333333
PF01565	11.8	29.3333333333333
PF01569	8	22.3333333333333
PF01571	2.93333333333333	8.33333333333333
PF01575	1.8	1
PF01576	7	18
PF01581	7	10.6666666666667
PF01583	1.73333333333333	2.33333333333333
PF01585	12.7333333333333	19.3333333333333
PF01586	0.8	3.33333333333333
PF01588	1.86666666666667	2
PF01590	4.6	15.3333333333333
PF01591	2	4.66666666666667
PF01592	1.2	2
PF01593	12.3333333333333	38.6666666666667
PF01594	0.333333333333333	2.33333333333333
PF01595	2.8	5
PF01596	2.93333333333333	8
PF01597	1.93333333333333	3.33333333333333
PF01599	1	2.33333333333333
PF01602	9.66666666666667	35
PF01603	3.6	4
PF01607	51.5333333333333	135.666666666667
PF01608	2.13333333333333	5.33333333333333
PF01612	5.73333333333333	6.33333333333333
PF01613	0.6	0.666666666666667
PF01619	1.46666666666667	3.66666666666667
PF01624	2.8	2.33333333333333
PF01625	1.4	5.33333333333333
PF01633	2.73333333333333	12.3333333333333
PF01636	4.26666666666667	19
PF01637	0.133333333333333	1
PF01641	2	4
PF01642	0.733333333333333	1
PF01643	1.53333333333333	0.333333333333333
PF01648	1.73333333333333	2.33333333333333
PF01650	2.26666666666667	8.66666666666667
PF01652	3.86666666666667	11.6666666666667
PF01655	1.26666666666667	2
PF01658	1.26666666666667	2.33333333333333
PF01661	5.86666666666667	47.6666666666667
PF01663	7.13333333333333	19
PF01667	1.4	2.33333333333333
PF01674	1.06666666666667	0.333333333333333
PF01676	1	1.33333333333333
PF01678	0.933333333333333	1.33333333333333
PF01679	3.66666666666667	2.33333333333333
PF01680	0.733333333333333	0.333333333333333
PF01683	6.46666666666667	11
PF01687	1.06666666666667	3.33333333333333
PF01693	2.4	1
PF01694	7.13333333333333	19
PF01697	8.93333333333333	9.33333333333333
PF01699	14.8666666666667	28
PF01702	1.93333333333333	3.33333333333333
PF01704	3.06666666666667	7.33333333333333
PF01709	0.933333333333333	2
PF01710	0.133333333333333	1
PF01712	1.8	5.33333333333333
PF01713	1.46666666666667	2
PF01715	3.26666666666667	1.66666666666667
PF01717	1.2	4.33333333333333
PF01722	3	3.66666666666667
PF01725	1.06666666666667	3
PF01728	4.8	9
PF01729	0.666666666666667	0.666666666666667
PF01731	1.4	0.333333333333333
PF01733	3.6	7
PF01734	10.2	14.3333333333333
PF01735	1.06666666666667	0.666666666666667
PF01738	3.2	13
PF01740	7.6	10.6666666666667
PF01741	0.266666666666667	9
PF01743	1.53333333333333	3
PF01746	1.8	9
PF01747	1.46666666666667	2.33333333333333
PF01749	2.86666666666667	4.66666666666667
PF01751	3.2	4.66666666666667
PF01753	15.6666666666667	26.3333333333333
PF01754	4.2	5.66666666666667
PF01755	0.866666666666667	7
PF01756	3.8	4.33333333333333
PF01757	7.46666666666667	19.6666666666667
PF01758	2.73333333333333	6.33333333333333
PF01759	2.46666666666667	2.66666666666667
PF01761	0.333333333333333	0.333333333333333
PF01762	14.6666666666667	24.3333333333333
PF01764	11.7333333333333	6.33333333333333
PF01765	1.06666666666667	1
PF01769	2.26666666666667	5.66666666666667
PF01771	0.133333333333333	0.333333333333333
PF01773	1.86666666666667	2.66666666666667
PF01775	1.26666666666667	2
PF01776	1.4	2.33333333333333
PF01777	1.2	2
PF01778	2	3.66666666666667
PF01779	1.06666666666667	1.66666666666667
PF01780	1.13333333333333	2.33333333333333
PF01781	1.2	2
PF01784	0.8	1.33333333333333
PF01786	1.46666666666667	2
PF01791	0.733333333333333	2
PF01793	1.06666666666667	7.33333333333333
PF01794	6.53333333333333	14
PF01795	0.8	1.33333333333333
PF01798	3.66666666666667	6
PF01799	3.33333333333333	8
PF01803	2.2	4.66666666666667
PF01805	7.06666666666667	7.33333333333333
PF01812	1.46666666666667	5.33333333333333
PF01813	1.2	1.33333333333333
PF01814	2.53333333333333	4.33333333333333
PF01822	12.5333333333333	13.3333333333333
PF01823	5	25.3333333333333
PF01825	11.5333333333333	30.3333333333333
PF01826	14.8666666666667	33.6666666666667
PF01833	28.9333333333333	64.6666666666667
PF01834	1	2
PF01835	2.33333333333333	7.66666666666667
PF01839	6.33333333333333	25.6666666666667
PF01841	3.86666666666667	15
PF01842	3.93333333333333	3.66666666666667
PF01843	4.06666666666667	3.66666666666667
PF01846	8.33333333333333	9.66666666666667
PF01849	3.26666666666667	3.66666666666667
PF01851	4.4	7
PF01852	8.66666666666667	18.6666666666667
PF01853	3.53333333333333	9
PF01857	1.2	2.33333333333333
PF01858	1.26666666666667	2.33333333333333
PF01866	2.2	2
PF01868	0.933333333333333	1.33333333333333
PF01869	0.866666666666667	1
PF01871	1.06666666666667	1.66666666666667
PF01872	0.4	1
PF01873	2.46666666666667	7.66666666666667
PF01875	1.26666666666667	3
PF01876	1.06666666666667	1
PF01883	1.53333333333333	1.33333333333333
PF01885	1.53333333333333	2.33333333333333
PF01894	0.733333333333333	2.66666666666667
PF01896	1.06666666666667	1.66666666666667
PF01900	1.33333333333333	2
PF01902	1.2	1.33333333333333
PF01907	1.53333333333333	2
PF01909	6.26666666666667	18
PF01912	1.2	2.33333333333333
PF01915	4.73333333333333	19
PF01916	1.2	1.33333333333333
PF01918	2.26666666666667	2
PF01920	4.26666666666667	4.66666666666667
PF01922	1	1
PF01923	0.6	1.33333333333333
PF01926	21.5333333333333	83.3333333333333
PF01927	0.8	1.33333333333333
PF01928	1.13333333333333	0.333333333333333
PF01929	1.33333333333333	2.33333333333333
PF01931	0.333333333333333	0.666666666666667
PF01936	2.4	5.66666666666667
PF01937	2.13333333333333	1.33333333333333
PF01938	1.13333333333333	1.33333333333333
PF01940	1.06666666666667	1
PF01951	0.6	1.33333333333333
PF01956	1.73333333333333	1.66666666666667
PF01958	0.466666666666667	2.33333333333333
PF01963	1.73333333333333	5
PF01965	4.2	8.66666666666667
PF01966	1.73333333333333	3.33333333333333
PF01967	0.933333333333333	1
PF01968	1.26666666666667	4.33333333333333
PF01974	2.06666666666667	2
PF01979	7	14.6666666666667
PF01981	2.4	7
PF01984	0.933333333333333	2
PF01987	0.4	4.66666666666667
PF01990	1.2	1.33333333333333
PF01991	1.53333333333333	4
PF01992	1.46666666666667	1.66666666666667
PF02002	1.26666666666667	2.66666666666667
PF02005	2	1
PF02008	1.86666666666667	2.33333333333333
PF02010	3.86666666666667	32
PF02014	4.53333333333333	10.6666666666667
PF02015	0.2	5
PF02018	2	1.33333333333333
PF02019	0.933333333333333	1.33333333333333
PF02020	4.06666666666667	10.3333333333333
PF02026	3.06666666666667	9.66666666666667
PF02036	3	4.66666666666667
PF02037	11.2	6.66666666666667
PF02045	2.2	2
PF02055	1.26666666666667	2.33333333333333
PF02064	0.866666666666667	2.33333333333333
PF02077	1.13333333333333	2
PF02078	0.8	2.66666666666667
PF02089	2.13333333333333	8.33333333333333
PF02096	1.93333333333333	1.33333333333333
PF02099	1.73333333333333	10.3333333333333
PF02100	0.933333333333333	1.66666666666667
PF02104	1.2	1.33333333333333
PF02109	1	2.66666666666667
PF02110	0.333333333333333	0.666666666666667
PF02112	0.4	1.33333333333333
PF02113	0.0666666666666667	3
PF02114	2.06666666666667	2.66666666666667
PF02115	1.4	1.33333333333333
PF02121	2.6	8.66666666666667
PF02127	1.06666666666667	1.33333333333333
PF02128	0.533333333333333	0.333333333333333
PF02129	0.333333333333333	8.66666666666667
PF02133	1.06666666666667	8.66666666666667
PF02135	3.86666666666667	13.3333333333333
PF02136	4.73333333333333	13
PF02137	2.6	15
PF02138	5.13333333333333	17.6666666666667
PF02140	17.4666666666667	14
PF02141	5.46666666666667	20
PF02142	2.13333333333333	5.33333333333333
PF02144	1.06666666666667	1
PF02145	3.8	15.3333333333333
PF02146	6.26666666666667	32
PF02148	6.6	10
PF02149	2.93333333333333	4
PF02150	2.06666666666667	2.66666666666667
PF02156	0.333333333333333	2.66666666666667
PF02157	0.866666666666667	5
PF02163	1.2	2.33333333333333
PF02167	1.2	1.33333333333333
PF02170	8.06666666666667	25.6666666666667
PF02171	7.73333333333333	37
PF02172	1.33333333333333	7
PF02174	3.33333333333333	4
PF02176	4.2	13.3333333333333
PF02177	0.733333333333333	2.33333333333333
PF02178	4.86666666666667	8.33333333333333
PF02179	2.46666666666667	2.33333333333333
PF02181	10	15
PF02184	1.66666666666667	2
PF02185	2.46666666666667	3
PF02186	1	2
PF02187	2.2	7.33333333333333
PF02188	3.4	1
PF02190	3.53333333333333	4
PF02191	2.06666666666667	2
PF02192	1.06666666666667	1.33333333333333
PF02194	2.46666666666667	7.66666666666667
PF02195	0.6	1.33333333333333
PF02196	1.6	2
PF02197	2.33333333333333	7.33333333333333
PF02198	3.2	7
PF02199	1.26666666666667	11.6666666666667
PF02201	4.86666666666667	4
PF02204	4.4	4
PF02205	4	3.66666666666667
PF02207	3.8	5.33333333333333
PF02209	3.33333333333333	10.6666666666667
PF02210	26.6666666666667	56.3333333333333
PF02212	4.33333333333333	13.3333333333333
PF02213	2.73333333333333	2.33333333333333
PF02214	22.8666666666667	80.6666666666667
PF02218	3.26666666666667	7
PF02219	1.13333333333333	1.66666666666667
PF02221	5.26666666666667	13.3333333333333
PF02223	1.2	2.66666666666667
PF02225	9.53333333333333	22.6666666666667
PF02229	1.2	1.66666666666667
PF02230	2.66666666666667	7.33333333333333
PF02233	0.666666666666667	2
PF02237	0.666666666666667	0.333333333333333
PF02244	3.8	7.33333333333333
PF02245	0.4	0.333333333333333
PF02251	0.6	2.33333333333333
PF02252	0.8	8
PF02257	2.33333333333333	1.66666666666667
PF02259	3.86666666666667	7.33333333333333
PF02260	4.26666666666667	7
PF02262	0.8	2
PF02263	4.2	10.6666666666667
PF02265	1.06666666666667	8
PF02267	0.6	3.33333333333333
PF02268	1.26666666666667	3.33333333333333
PF02269	1.6	1
PF02270	1.06666666666667	1.33333333333333
PF02271	1.4	1.33333333333333
PF02272	1	1
PF02274	1.6	7.66666666666667
PF02275	1	4.33333333333333
PF02278	0.0666666666666667	5
PF02284	0.8	2.66666666666667
PF02285	0.266666666666667	1.33333333333333
PF02290	0.933333333333333	1
PF02291	1	1
PF02296	1.26666666666667	2
PF02297	2.26666666666667	3.33333333333333
PF02301	3.26666666666667	2.66666666666667
PF02308	0.0666666666666667	0.333333333333333
PF02310	1.13333333333333	2
PF02312	0.533333333333333	0.333333333333333
PF02318	2.73333333333333	9.33333333333333
PF02319	4.6	3.66666666666667
PF02320	1.33333333333333	1
PF02330	2.13333333333333	3.33333333333333
PF02338	8.53333333333333	37.6666666666667
PF02347	2.46666666666667	2.66666666666667
PF02350	0.333333333333333	4
PF02353	2	2
PF02359	1.93333333333333	11.3333333333333
PF02366	1.46666666666667	0.333333333333333
PF02373	8.8	27
PF02374	1.33333333333333	1
PF02375	4.06666666666667	3.33333333333333
PF02376	3.86666666666667	9.66666666666667
PF02377	0.8	4
PF02383	5.26666666666667	7.33333333333333
PF02386	1.26666666666667	13
PF02390	1.26666666666667	1.33333333333333
PF02391	1	1
PF02403	1.53333333333333	3
PF02410	1.06666666666667	1.33333333333333
PF02423	0.733333333333333	1.66666666666667
PF02434	5.33333333333333	29
PF02436	0.8	2
PF02437	2.13333333333333	3.33333333333333
PF02441	1.06666666666667	2
PF02446	0.333333333333333	7
PF02450	3.2	6.66666666666667
PF02453	4.4	2.66666666666667
PF02458	13.8	18.6666666666667
PF02460	9.53333333333333	18.6666666666667
PF02463	6.4	10.6666666666667
PF02466	6.6	6.33333333333333
PF02469	12.2	8.33333333333333
PF02475	2	4
PF02485	9.6	5.66666666666667
PF02487	1.53333333333333	2.66666666666667
PF02492	2.13333333333333	1
PF02493	51.8	291.666666666667
PF02515	1.6	4
PF02516	1.8	3.33333333333333
PF02517	2	2.66666666666667
PF02518	10.6666666666667	15.6666666666667
PF02535	13.6666666666667	33.3333333333333
PF02536	8.4	3
PF02537	0.8	3.33333333333333
PF02538	1.06666666666667	1.66666666666667
PF02540	1.66666666666667	3.33333333333333
PF02542	0.133333333333333	0.666666666666667
PF02544	3.86666666666667	5
PF02545	1.26666666666667	2
PF02548	0.533333333333333	0.333333333333333
PF02550	0.666666666666667	5.33333333333333
PF02557	0.0666666666666667	4.66666666666667
PF02560	0.4	1.33333333333333
PF02566	0.2	1
PF02567	2	4
PF02574	3.4	5.33333333333333
PF02575	0.2	0.333333333333333
PF02580	1.53333333333333	3
PF02582	1.53333333333333	1
PF02585	1.2	6.66666666666667
PF02586	0.666666666666667	2.66666666666667
PF02594	0.733333333333333	1
PF02597	0.466666666666667	0.666666666666667
PF02598	0.933333333333333	1.66666666666667
PF02602	1.13333333333333	1
PF02607	0.466666666666667	1
PF02615	1	1
PF02617	1	2
PF02627	0.266666666666667	2
PF02628	1	1
PF02629	2.06666666666667	4
PF02630	1.13333333333333	1.66666666666667
PF02636	1.33333333333333	2
PF02637	0.733333333333333	1.33333333333333
PF02638	0.8	4
PF02656	1.46666666666667	2.33333333333333
PF02661	1.06666666666667	2.66666666666667
PF02666	1.93333333333333	6.66666666666667
PF02668	5.26666666666667	10.6666666666667
PF02671	6.8	5.33333333333333
PF02676	0.733333333333333	1
PF02678	1.93333333333333	3
PF02679	0.133333333333333	1
PF02685	0.0666666666666667	1.66666666666667
PF02689	0.466666666666667	4.33333333333333
PF02690	3	9.33333333333333
PF02696	1.06666666666667	2
PF02698	0.533333333333333	1
PF02705	3.4	4
PF02709	5.26666666666667	20.6666666666667
PF02714	3.73333333333333	3.66666666666667
PF02724	1.53333333333333	3
PF02727	2.13333333333333	4.66666666666667
PF02728	1.6	4.66666666666667
PF02729	1.6	1.33333333333333
PF02731	1.06666666666667	4
PF02732	3.06666666666667	2
PF02733	1.2	2
PF02734	1.13333333333333	2
PF02735	2.2	5
PF02736	5.93333333333333	13
PF02737	3.73333333333333	9
PF02738	4.26666666666667	12
PF02744	0.8	1
PF02746	0.4	3.66666666666667
PF02747	1.33333333333333	2.66666666666667
PF02749	0.666666666666667	0.666666666666667
PF02750	0.866666666666667	2.66666666666667
PF02751	1.33333333333333	3.33333333333333
PF02752	8.2	33.3333333333333
PF02755	3.53333333333333	3.33333333333333
PF02759	6.8	24.3333333333333
PF02761	1	2
PF02762	0.866666666666667	2
PF02765	0.8	1
PF02769	3.66666666666667	2
PF02770	10.6666666666667	16.6666666666667
PF02771	7.46666666666667	11.6666666666667
PF02772	2	3
PF02773	1.93333333333333	3
PF02775	3.46666666666667	7
PF02776	3.46666666666667	7.66666666666667
PF02777	2.26666666666667	4
PF02779	6.2	8.33333333333333
PF02780	4.26666666666667	5
PF02781	2.2	5.66666666666667
PF02782	3.4	7.66666666666667
PF02784	2.13333333333333	5.33333333333333
PF02785	3.53333333333333	7.33333333333333
PF02786	6.33333333333333	15
PF02787	1.4	4.66666666666667
PF02791	2.66666666666667	2
PF02792	1.13333333333333	2
PF02793	5.2	4.66666666666667
PF02797	2.26666666666667	1.33333333333333
PF02798	20.8	42.6666666666667
PF02799	1.2	3.66666666666667
PF02800	2.53333333333333	8.33333333333333
PF02801	7.13333333333333	32
PF02803	4.6	9.33333333333333
PF02806	2.4	12
PF02807	2.93333333333333	3
PF02809	4.66666666666667	4.66666666666667
PF02811	0.733333333333333	0.333333333333333
PF02812	1.8	6
PF02815	4.2	9.33333333333333
PF02816	3.8	6
PF02817	2.93333333333333	6.33333333333333
PF02820	7.4	21.6666666666667
PF02822	7.6	34
PF02823	1.13333333333333	1.33333333333333
PF02824	3.4	4.33333333333333
PF02825	4.26666666666667	72.6666666666667
PF02826	6	17
PF02828	3.26666666666667	6.33333333333333
PF02833	0.866666666666667	7.33333333333333
PF02836	1.6	5.66666666666667
PF02837	1.13333333333333	3.66666666666667
PF02838	0.4	0.666666666666667
PF02840	1.2	1
PF02841	2.6	0.666666666666667
PF02843	0.933333333333333	0.666666666666667
PF02844	0.933333333333333	2.66666666666667
PF02845	4.46666666666667	9.66666666666667
PF02847	6.4	15.3333333333333
PF02852	3.66666666666667	5.33333333333333
PF02854	8.06666666666667	15
PF02861	4	2
PF02862	2.8	6
PF02866	4.66666666666667	5.66666666666667
PF02867	1.4	1.66666666666667
PF02872	2	9
PF02874	5.46666666666667	11
PF02875	0.2	1.66666666666667
PF02877	2.66666666666667	12.3333333333333
PF02878	4	6
PF02879	2.53333333333333	2.33333333333333
PF02880	2.73333333333333	2.33333333333333
PF02881	2.53333333333333	3.66666666666667
PF02882	2.46666666666667	3
PF02883	4.06666666666667	8
PF02885	0.6	2.33333333333333
PF02887	3.26666666666667	2.33333333333333
PF02888	1.4	10.6666666666667
PF02889	7.06666666666667	9.33333333333333
PF02891	2.86666666666667	6
PF02892	6.26666666666667	7.33333333333333
PF02893	8.26666666666667	17.3333333333333
PF02894	1.13333333333333	4.66666666666667
PF02897	1.8	1.33333333333333
PF02898	1.06666666666667	1.33333333333333
PF02900	0.6	3.66666666666667
PF02902	10.5333333333333	7
PF02906	1.13333333333333	1
PF02910	1.66666666666667	1.66666666666667
PF02911	1.53333333333333	1.66666666666667
PF02913	2.46666666666667	5.66666666666667
PF02919	1.13333333333333	2.33333333333333
PF02921	1.2	2.66666666666667
PF02922	1.6	12
PF02926	1.53333333333333	0.666666666666667
PF02928	2.06666666666667	1.66666666666667
PF02931	40.6	77
PF02932	34.4666666666667	61.6666666666667
PF02933	2.2	11.3333333333333
PF02934	0.933333333333333	1.33333333333333
PF02935	0.733333333333333	1.33333333333333
PF02936	1	2.33333333333333
PF02937	0.8	0.666666666666667
PF02939	0.8	1.66666666666667
PF02953	4.93333333333333	9
PF02958	5.2	1.66666666666667
PF02961	1	11.6666666666667
PF02965	0.466666666666667	2.33333333333333
PF02966	1.53333333333333	1
PF02969	1.6	1.66666666666667
PF02970	1.13333333333333	1
PF02971	0.466666666666667	3.33333333333333
PF02978	1.46666666666667	2
PF02984	10	15
PF02985	5.46666666666667	14.6666666666667
PF02990	5.53333333333333	14.6666666666667
PF02991	3.53333333333333	10.6666666666667
PF02992	0.866666666666667	4
PF02995	5.46666666666667	8.66666666666667
PF02996	3.53333333333333	5.66666666666667
PF03000	4.6	2
PF03006	5.8	14.3333333333333
PF03007	1.13333333333333	0.666666666666667
PF03009	5.13333333333333	14.6666666666667
PF03015	3.53333333333333	5.66666666666667
PF03016	7.46666666666667	1.66666666666667
PF03020	1.86666666666667	5
PF03022	1.2	3.66666666666667
PF03024	2.6	3
PF03028	7.6	24.6666666666667
PF03029	3.33333333333333	3.33333333333333
PF03031	8.73333333333333	12
PF03033	1.06666666666667	13.3333333333333
PF03034	1.66666666666667	1.33333333333333
PF03036	1.13333333333333	4.66666666666667
PF03045	1	0.333333333333333
PF03051	0.533333333333333	0.666666666666667
PF03054	1	1.66666666666667
PF03055	4.26666666666667	4.66666666666667
PF03059	0.666666666666667	1
PF03060	1.06666666666667	1
PF03061	4.8	6
PF03062	6.73333333333333	13
PF03066	0.466666666666667	1
PF03067	1.93333333333333	12.6666666666667
PF03069	0.4	1.33333333333333
PF03070	0.733333333333333	2.66666666666667
PF03071	1.93333333333333	7.66666666666667
PF03073	1.13333333333333	2.66666666666667
PF03074	1.06666666666667	7.33333333333333
PF03079	1.73333333333333	2
PF03081	6.13333333333333	4.66666666666667
PF03083	7.73333333333333	2.66666666666667
PF03087	3.6	0.333333333333333
PF03088	3.33333333333333	1
PF03091	0.666666666666667	1.66666666666667
PF03092	1.86666666666667	0.666666666666667
PF03095	1.6	1
PF03096	2.2	6
PF03097	3.86666666666667	6
PF03098	10.4666666666667	4.66666666666667
PF03099	2.6	3.33333333333333
PF03104	4.8	6
PF03105	6.46666666666667	6.66666666666667
PF03107	48.2666666666667	0.666666666666667
PF03109	5.33333333333333	6.33333333333333
PF03114	5.33333333333333	5
PF03121	0.6	4
PF03124	2.6	7
PF03125	4.06666666666667	0.666666666666667
PF03126	2	2
PF03127	3.13333333333333	3.66666666666667
PF03129	6	10.3333333333333
PF03130	0.266666666666667	1.66666666666667
PF03131	2.46666666666667	5.33333333333333
PF03133	7.06666666666667	29.3333333333333
PF03134	4.73333333333333	8.33333333333333
PF03137	8.26666666666667	9.33333333333333
PF03142	3.33333333333333	5
PF03143	6	26.3333333333333
PF03144	12.7333333333333	31
PF03145	3.2	2
PF03146	0.533333333333333	0.333333333333333
PF03147	1.06666666666667	1.33333333333333
PF03148	3.93333333333333	16.6666666666667
PF03151	10.9333333333333	17.6666666666667
PF03152	1.4	2.66666666666667
PF03153	2.46666666666667	2
PF03155	2.13333333333333	2.33333333333333
PF03159	2.46666666666667	5.66666666666667
PF03160	12.3333333333333	14.3333333333333
PF03164	1.26666666666667	2.66666666666667
PF03165	3.4	9.66666666666667
PF03166	3.73333333333333	9
PF03167	2.33333333333333	4.66666666666667
PF03169	5.4	11.6666666666667
PF03171	17.4	22
PF03178	3.4	4.33333333333333
PF03179	1.53333333333333	3
PF03181	1.6	0.333333333333333
PF03184	7.86666666666667	17
PF03188	6.4	17.6666666666667
PF03189	4.4	11.3333333333333
PF03190	0.6	1.33333333333333
PF03194	2.26666666666667	3.66666666666667
PF03199	1.6	2
PF03200	1.53333333333333	4
PF03208	3.6	5
PF03214	0.666666666666667	1.33333333333333
PF03215	1.06666666666667	1
PF03221	7.33333333333333	11.3333333333333
PF03222	0.4	2
PF03223	1.26666666666667	2
PF03224	1.33333333333333	9.66666666666667
PF03226	4	5.66666666666667
PF03227	2.33333333333333	6.33333333333333
PF03232	0.866666666666667	1.33333333333333
PF03234	0.733333333333333	1
PF03248	1.33333333333333	2.66666666666667
PF03250	1	2
PF03253	0.4	3.33333333333333
PF03254	2.33333333333333	1.66666666666667
PF03256	2.13333333333333	1.33333333333333
PF03259	2	9.33333333333333
PF03261	0.933333333333333	1.33333333333333
PF03265	2.53333333333333	1.33333333333333
PF03266	0.733333333333333	1.33333333333333
PF03269	0.733333333333333	1.66666666666667
PF03271	1.86666666666667	2.33333333333333
PF03281	3.2	8.66666666666667
PF03283	2.86666666666667	2.33333333333333
PF03291	1.4	1
PF03297	1.26666666666667	2.33333333333333
PF03298	0.8	1
PF03299	1.13333333333333	8.33333333333333
PF03301	0.933333333333333	4.66666666666667
PF03308	0.666666666666667	1
PF03311	2	3
PF03314	0.733333333333333	0.333333333333333
PF03318	0.466666666666667	2
PF03321	3.13333333333333	11.6666666666667
PF03328	1.13333333333333	1
PF03330	7.06666666666667	4.66666666666667
PF03332	1.33333333333333	1
PF03343	1.33333333333333	1
PF03345	0.933333333333333	3
PF03348	2.53333333333333	4
PF03351	10.2666666666667	22.6666666666667
PF03357	9.73333333333333	22.6666666666667
PF03358	1.6	5.66666666666667
PF03359	1.53333333333333	2.33333333333333
PF03360	3	1
PF03364	1.66666666666667	1.33333333333333
PF03366	2.73333333333333	9
PF03367	2.13333333333333	2
PF03368	1.66666666666667	4.33333333333333
PF03370	1.8	9.66666666666667
PF03371	1.8	3
PF03372	20.8666666666667	70.6666666666667
PF03378	1	2.33333333333333
PF03381	2.33333333333333	1.66666666666667
PF03385	2.26666666666667	2.66666666666667
PF03388	1.86666666666667	4.66666666666667
PF03398	2.73333333333333	2.66666666666667
PF03399	3	4.66666666666667
PF03404	1.8	4
PF03407	4	4.33333333333333
PF03416	2.13333333333333	4.33333333333333
PF03417	0.866666666666667	5.66666666666667
PF03435	2.2	4.33333333333333
PF03439	1.4	1.66666666666667
PF03441	1.73333333333333	1
PF03443	1.6	1
PF03446	4	8
PF03447	1	2
PF03450	3.06666666666667	9
PF03451	3	8.66666666666667
PF03453	1	1
PF03455	2.66666666666667	7
PF03456	4.66666666666667	16.6666666666667
PF03462	1.6	1.33333333333333
PF03463	2.26666666666667	5
PF03464	2.26666666666667	5.66666666666667
PF03465	2.53333333333333	6
PF03467	1.06666666666667	1
PF03473	2.86666666666667	7.33333333333333
PF03474	0.8	1
PF03476	2.8	6.66666666666667
PF03477	1.06666666666667	1.66666666666667
PF03479	4.06666666666667	4.33333333333333
PF03481	0.266666666666667	0.333333333333333
